ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
975648658,"A Galaxy of Action Figure Savings, Star Wars Newspaper Ads",Nonfiction,Publishing,USD,2017-05-31,6000.00,2017-05-05 13:21:39,8901.00,successful,210,US,3911.00,8901.00,6000.00
975651211,KLONDIKE - The Movie Trailer,Drama,Film & Video,CAD,2016-03-12,100000.00,2016-01-12 12:19:51,3720.00,failed,14,CA,2625.30,2868.60,77112.89
975651965,Cesar's Crowd Pleaser Contest,Performances,Dance,USD,2017-05-20,2500.00,2017-04-20 18:37:42,3005.00,successful,17,US,520.00,3005.00,2500.00
975654868,Floating boat Restaurant,Restaurants,Food,EUR,2016-07-04,35000.00,2016-06-04 12:53:56,9.00,failed,2,NL,10.04,9.96,38745.10
975667379,Attic Salt Mag — A Zine,Zines,Publishing,AUD,2017-01-01,3500.00,2016-12-02 02:24:59,500.00,failed,17,AU,211.36,366.84,2567.87
975670787,Writing Essays by Pictures,Publishing,Publishing,GBP,2015-05-07,1500.00,2015-04-07 19:22:57,1952.00,successful,57,GB,2911.48,3008.72,2312.03
975671975,Keanon's musical journey to Italy,Classical Music,Music,USD,2014-04-16,5000.00,2014-04-02 08:37:45,485.00,failed,11,US,485.00,485.00,5000.00
97567348,Transamerica View 2012,Photography,Photography,USD,2013-05-24,20000.00,2013-04-24 18:31:21,1256.00,failed,29,US,1256.00,1256.00,20000.00
975675974,Out In The Outback.,Photography,Photography,USD,2012-09-05,3500.00,2012-08-15 01:23:34,126.00,failed,3,US,126.00,126.00,3500.00
975679938,"Hi-performance watches, by Modena GT",Design,Design,GBP,2016-08-17,8800.00,2016-07-30 20:03:04,3969.00,failed,22,GB,3435.12,5194.62,11517.42
97568462,The Legend of Korra: Pro-bending Arena,Tabletop Games,Games,USD,2017-09-30,25000.00,2017-09-13 20:03:15,254501.00,successful,3259,US,42056.00,254501.00,25000.00
975692691,Jack Grendel and the 12 Armed Bandits make a record!,Indie Rock,Music,USD,2011-07-01,1050.00,2011-04-14 16:40:46,1052.58,successful,23,US,1052.58,1052.58,1050.00
975694359,Save our small town newspaper,Print,Journalism,USD,2015-05-25,350000.00,2015-05-11 18:28:29,0.00,failed,0,US,0.00,0.00,350000.00
975695646,S.P.A.C.E.- Art Projects for Children Art Festival,Art,Art,USD,2011-06-19,2000.00,2011-05-31 21:35:39,470.00,failed,10,US,470.00,470.00,2000.00
97569772,"Aquaponic Farming (Tilapia & Vegetables) in Barbados, WI",Farms,Food,CAD,2014-12-15,27250.00,2014-10-16 16:10:47,0.00,failed,0,CA,0.00,0.00,23499.48
975710192,Conquer The Seas! A family fun board game.,Tabletop Games,Games,USD,2013-06-21,25000.00,2013-05-22 09:43:17,121.00,failed,3,US,121.00,121.00,25000.00
975711448,FT/KC Podcast Outtakes/Upkeep Fund,Radio & Podcasts,Publishing,USD,2012-09-25,1000.00,2012-09-05 20:49:58,1000.00,successful,8,US,1000.00,1000.00,1000.00
975715280,Project Princess (Canceled),Animation,Film & Video,CAD,2016-03-11,334000.00,2016-02-01 16:05:39,0.00,canceled,0,CA,0.00,0.00,252018.41
975715501,Military Family Voices: Creative Recording Studio Spaces,Documentary,Film & Video,USD,2014-04-03,396000.00,2014-03-04 12:20:15,850.00,canceled,15,US,850.00,850.00,396000.00
975719835,Titan Card Holder / Minimalist Wallet,Product Design,Design,USD,2017-03-10,10000.00,2017-01-24 19:17:41,10791.00,successful,97,US,2145.00,10791.00,10000.00
975726275,Non-Player Cards: An Artful & Inspirational Generation Tool,Tabletop Games,Games,USD,2014-07-30,15000.00,2014-06-25 17:27:35,16015.00,successful,383,US,16015.00,16015.00,15000.00
975727635,Bellisima's Italian Bistro,Food,Food,USD,2016-11-13,50000.00,2016-10-14 18:05:28,76.00,failed,2,US,0.00,76.00,50000.00
97572890,Be a part of Cherri One's first album: Loading Plan!,Rock,Music,USD,2013-06-13,10000.00,2013-05-14 06:58:59,320.00,failed,5,US,320.00,320.00,10000.00
975745710,MORE THAN HUMAN Season 1,Webseries,Film & Video,USD,2013-08-06,15000.00,2013-07-07 02:00:53,15929.00,successful,153,US,15929.00,15929.00,15000.00
975747880,A Mountain Education: Space for Experiential Learning,Publishing,Publishing,USD,2012-05-28,850.00,2012-05-11 04:39:29,943.00,successful,28,US,943.00,943.00,850.00
975754294,BAKER'S BARK | CRAFT BEER SAUCE,Food,Food,USD,2013-08-09,4000.00,2013-07-08 16:48:08,1694.00,failed,40,US,1694.00,1694.00,4000.00
975768815,Get Physical with Interrobang?! Magazine,Publishing,Publishing,USD,2011-01-09,1500.00,2010-11-27 02:09:33,1611.00,successful,50,US,1611.00,1611.00,1500.00
975779766,Anticosmic Music Festival,Metal,Music,USD,2015-10-29,4000.00,2015-09-09 21:45:55,0.00,failed,0,US,0.00,0.00,4000.00
97578605,WEHOville Weekly: News You Can Handle,Journalism,Journalism,USD,2013-07-18,35000.00,2013-06-03 23:52:13,850.00,failed,15,US,850.00,850.00,35000.00
975794240,Twenty One Days,Fiction,Publishing,USD,2012-07-19,18000.00,2012-06-19 00:20:23,87.00,failed,4,US,87.00,87.00,18000.00
975798569,Evans on the Waters - Modern Takes on Classic Styles,Apparel,Fashion,USD,2015-01-30,10000.00,2015-01-04 19:24:31,1154.00,failed,22,US,1154.00,1154.00,10000.00
97579896,The CLEAN { tee },Apparel,Fashion,USD,2016-11-07,10000.00,2016-10-08 19:17:50,10050.01,successful,85,US,1320.00,10050.01,10000.00
975800412,Solar Relief PPS (Portable Power Supply),Technology,Technology,AUD,2016-01-21,150000.00,2015-12-22 21:47:33,0.00,failed,0,AU,0.00,0.00,105411.10
975802599,The Christ Quake,Documentary,Film & Video,USD,2012-11-11,300000.00,2012-10-12 19:57:27,123686.33,failed,823,US,123686.33,123686.33,300000.00
975807002,Free Radio,Art,Art,USD,2012-02-08,5000.00,2012-01-09 23:29:25,797.00,failed,20,US,797.00,797.00,5000.00
975809399,HOME - The Q'eqchi'. Their Land. Their Life.,Documentary,Film & Video,USD,2010-12-07,2500.00,2010-10-29 05:09:26,1075.00,failed,11,US,1075.00,1075.00,2500.00
975812639,Badger State of Mind - Photography and Stories of Wisconsin,Photography,Photography,USD,2011-06-01,13250.00,2011-05-02 06:02:47,6869.00,canceled,35,US,6869.00,6869.00,13250.00
975823073,Rules of Exchange - A Thriller Short Film by Mark Kwak,Shorts,Film & Video,USD,2016-09-29,8000.00,2016-08-30 17:28:23,9400.00,successful,84,US,4125.00,9400.00,8000.00
975832037,"CONVERTIBLE BAG, versatile, travel bag, everyday, backpack",Product Design,Design,HKD,2017-06-04,90000.00,2017-04-20 10:55:11,13785.00,failed,15,HK,2263.81,1768.06,11543.35
975835630,Grandad and Me,Theater,Theater,GBP,2014-02-14,1100.00,2014-01-13 23:18:55,1450.00,successful,52,GB,2390.15,2422.76,1837.96
975853518,A Dream of Naughty Nachos (Canceled),Food Trucks,Food,USD,2015-04-13,30000.00,2015-03-14 03:51:57,0.00,canceled,0,US,0.00,0.00,30000.00
975860389,Suicide Party (Canceled),Narrative Film,Film & Video,USD,2012-03-03,20000.00,2012-02-02 21:40:59,0.00,canceled,0,US,0.00,0.00,20000.00
975869426,"Issue 37 of ""From Glasgow to Saturn""!",Literary Journals,Publishing,GBP,2016-05-12,50.00,2016-04-12 15:16:58,237.00,successful,41,GB,334.83,341.48,72.04
975873691,Bellingham Electronic Arts Festival 2011,Music,Music,USD,2011-04-21,2000.00,2011-03-21 00:31:10,2176.00,successful,58,US,2176.00,2176.00,2000.00
975878183,Fine Leather Passport Wallet by BankNote NYC,Product Design,Design,USD,2016-07-12,1500.00,2016-06-01 20:25:00,4829.00,successful,72,US,4508.00,4829.00,1500.00
975885780,Daddy Broke My Heart - An Interactive Journey Book Project,Nonfiction,Publishing,USD,2012-12-15,10000.00,2012-11-15 14:48:46,125.00,canceled,2,US,125.00,125.00,10000.00
97589140,"Film documentaire ""The Way Back""",Documentary,Film & Video,EUR,2017-06-25,5000.00,2017-06-05 11:00:45,5235.00,successful,88,BE,0.00,5974.19,5706.00
9759083,Who Shot the Sheriff?,Movie Theaters,Film & Video,USD,2015-11-10,10000000.00,2015-09-15 04:20:20,55.00,failed,1,US,55.00,55.00,10000000.00
975910401,Coup Reformation - Kickstarter Edition,Tabletop Games,Games,USD,2014-04-16,10000.00,2014-03-31 19:19:51,254133.62,successful,7993,US,254133.62,254133.62,10000.00
9759123,Strongest Hearts Documentary Series on Vegan Athletes,Vegan,Food,USD,2014-06-25,7500.00,2014-05-28 00:47:50,11000.88,successful,177,US,11000.88,11000.88,7500.00
975916496,Recording an album of poetry and music by Poet Christopher.,Music,Music,USD,2016-11-10,2500.00,2016-10-11 18:11:11,0.00,failed,0,US,0.00,0.00,2500.00
975924788,Jack Fakespeare,Comedy,Film & Video,USD,2016-12-29,2000.00,2016-11-29 06:20:46,2010.00,successful,27,US,1220.00,2010.00,2000.00
975931258,BIRBA - wine bar and garden,Food,Food,USD,2014-05-09,20000.00,2014-04-09 04:41:27,22868.00,successful,213,US,22868.00,22868.00,20000.00
975933376,InvadeNOLA Volume 2,Journalism,Journalism,USD,2010-04-05,3500.00,2010-02-20 07:58:09,3518.00,successful,105,US,3518.00,3518.00,3500.00
975933700,The Color Box: Interactive Digital Video Installation,Digital Art,Art,USD,2011-05-10,8800.00,2011-04-11 03:59:24,10610.00,successful,187,US,10610.00,10610.00,8800.00
975945403,Inchy Makes Friends 2: New Detroit Super Heroes,Art,Art,USD,2010-10-26,300.00,2010-10-18 02:41:06,402.00,successful,16,US,402.00,402.00,300.00
975948255,Back 2 Basics Bakery,Restaurants,Food,USD,2015-01-01,5000.00,2014-12-02 20:21:33,320.00,failed,6,US,320.00,320.00,5000.00
975950547,Calling all Capitalists...,Tabletop Games,Games,USD,2013-06-17,5000.00,2013-05-30 20:21:32,5892.00,successful,68,US,5892.00,5892.00,5000.00
975951726,"Steamscape, Steampunk Novel",Fiction,Publishing,USD,2013-09-16,250.00,2013-08-07 03:12:27,1943.00,successful,94,US,1943.00,1943.00,250.00
975955398,My Heroes,Documentary,Film & Video,USD,2013-10-21,1000.00,2013-09-21 02:50:20,0.00,failed,0,US,0.00,0.00,1000.00
975957232,Budgeting made simple yet impactful.,Apps,Technology,USD,2017-09-28,5000.00,2017-08-29 09:50:06,240.00,canceled,8,US,0.00,240.00,5000.00
975959465,"Peace, Love & Happiness",Academic,Publishing,USD,2015-06-08,5000.00,2015-05-09 02:15:26,0.00,failed,0,US,0.00,0.00,5000.00
975962582,The Worst Case Scenerios - Movie Project,Film & Video,Film & Video,USD,2014-05-30,305000.00,2014-04-30 14:33:56,0.00,failed,0,US,0.00,0.00,305000.00
975966871,"ARTE Y AYUDA A CREAR DIGNIDAD,TU VALES,YO VALGO",Art,Art,EUR,2015-08-03,12000.00,2015-07-04 17:54:04,0.00,failed,0,ES,0.00,0.00,13129.25
975967049,"Build a barn, Raise a farm.",Farms,Food,USD,2016-03-27,25000.00,2016-03-02 18:04:21,25773.00,successful,217,US,25773.00,25773.00,25000.00
975977581,"Two Film Scores in Jakmèl, Haiti: FSN & the Ciné Institute",Music,Music,USD,2011-07-17,3000.00,2011-06-24 22:57:34,3074.00,successful,39,US,3074.00,3074.00,3000.00
975983058,"The Reinvention of a Classic, Dare to Feel the Attraction!",Accessories,Fashion,USD,2017-11-24,35000.00,2017-10-25 17:10:32,2395.00,failed,30,US,608.00,2395.00,35000.00
975999227,The Troll on the Bowl - Helps Boys Keep Pee Off Toilet Seats,Product Design,Design,USD,2014-06-08,15000.00,2014-05-09 22:42:00,261.00,canceled,7,US,261.00,261.00,15000.00
976003717,"""Roses"" a new EP release by Tatiana Kochkareva",Rock,Music,USD,2010-10-15,3000.00,2010-09-15 23:37:29,3100.00,successful,24,US,3100.00,3100.00,3000.00
976011229,Yummy Animals Enamel Pins,Art,Art,USD,2017-10-22,200.00,2017-09-22 23:22:11,285.00,successful,13,US,15.00,285.00,200.00
976013614,Retribution (Action Short Film),Film & Video,Film & Video,USD,2015-06-18,50.00,2015-06-03 02:23:18,52.00,successful,1,US,52.00,52.00,50.00
976020865,Tinker's Cat Cafe SLC,Spaces,Food,USD,2016-02-03,28000.00,2016-01-06 17:31:35,28513.00,successful,167,US,28513.00,28513.00,28000.00
976024580,The Giving Style needs you for its debut album!,Music,Music,GBP,2015-03-06,5050.00,2015-02-04 13:56:58,275.00,undefined,0,"N,0""",,417.57,7668.01
976030273,Beauty in the Rain: All occasion greeting cards and photos,Photography,Photography,USD,2013-10-26,2000.00,2013-09-29 23:22:17,2086.00,successful,40,US,2086.00,2086.00,2000.00
976030728,MyGameBook,Technology,Technology,USD,2015-03-15,25000.00,2015-02-11 16:21:24,2485.00,failed,24,US,2485.00,2485.00,25000.00
976033247,Season 3: Youth Empowerment Performance Project,Theater,Theater,USD,2014-05-12,10000.00,2014-03-24 22:58:12,10315.00,successful,94,US,10315.00,10315.00,10000.00
976036159,i4UArts needs a home!,Mixed Media,Art,USD,2014-03-14,10000.00,2014-02-12 20:56:10,0.00,failed,0,US,0.00,0.00,10000.00
976042912,"DWG - Affordable, Organic, Fairtrade T-shirts",Apparel,Fashion,NZD,2015-11-07,7500.00,2015-10-08 10:53:40,10579.00,successful,93,NZ,6943.10,6908.51,4897.80
97604653,Imbrian Arts Miniatures,Tabletop Games,Games,USD,2012-12-27,4000.00,2012-11-27 06:00:42,62958.00,successful,363,US,62958.00,62958.00,4000.00
976048701,iSoloist,Music,Music,USD,2016-01-31,100000.00,2015-12-31 22:20:30,0.00,failed,0,US,0.00,0.00,100000.00
97604897,"Blackened White, an album by Tyler Darnell",Hip-Hop,Music,USD,2015-04-13,3000.00,2015-02-27 18:52:49,121.00,failed,5,US,121.00,121.00,3000.00
976057396,Floating picnic tables,Product Design,Design,USD,2016-08-26,50000.00,2016-07-27 18:06:31,80.00,failed,2,US,80.00,80.00,50000.00
976063864,A BRAND NEW WORLD,World Music,Music,USD,2016-03-15,8000.00,2016-02-14 17:22:42,2.00,failed,2,US,2.00,2.00,8000.00
976066312,A Vision of Revival for College Campuses,Nonfiction,Publishing,USD,2017-04-15,20000.00,2017-03-15 08:48:15,21730.00,successful,123,US,1231.00,21730.00,20000.00
97606949,Laugh-O-Gram: Weekly Comic Strip Paper Delivered by Mail,Comics,Comics,USD,2015-04-25,15000.00,2015-03-24 14:56:07,16105.00,successful,198,US,16105.00,16105.00,15000.00
976069686,ElemenZ - the duelling dice game of alien shamans,Tabletop Games,Games,GBP,2017-07-09,3500.00,2017-05-31 18:45:25,9157.00,successful,336,GB,3099.78,11880.33,4540.91
976072124,Lenzcase: your Phone+Glasses in one minimalist case,Product Design,Design,USD,2015-09-29,28000.00,2015-08-25 11:33:40,6458.00,canceled,57,US,6458.00,6458.00,28000.00
976077206,THE DESK MASTER DESKTOP ORGANIZER,Product Design,Design,USD,2014-02-22,10000.00,2014-01-23 20:26:32,25.00,failed,1,US,25.00,25.00,10000.00
976082100,Paradox Sanctum,Mixed Media,Art,USD,2017-01-12,10000.00,2016-12-13 16:33:55,527.00,failed,2,US,0.00,527.00,10000.00
976087710,Lift 2 School,Apps,Technology,GBP,2017-03-30,20000.00,2017-02-28 18:15:21,25.00,failed,1,GB,0.00,31.24,24992.81
976110493,Urban Farm Kits: The solution to city farming.,Food,Food,CAD,2018-01-29,5000.00,2017-11-30 19:11:13,852.77,live,11,CA,0.00,681.18,3993.93
976122269,Firelight Vineyards,Food,Food,USD,2014-11-22,60000.00,2014-10-23 15:00:26,8865.00,failed,49,US,8865.00,8865.00,60000.00
976137521,UNIMO - A Universe of Monsters,Tabletop Games,Games,SEK,2017-05-08,100000.00,2017-04-08 09:03:42,154279.00,successful,406,SE,8329.11,17356.76,11250.24
97614360,Public art for Chesterfield (Canceled),Sculpture,Art,USD,2011-07-02,42000.00,2011-06-02 23:26:40,50.00,canceled,1,US,50.00,50.00,42000.00
976167099,In China: The Junction Life,Film & Video,Film & Video,USD,2015-10-26,3000.00,2015-09-16 15:00:22,650.00,undefined,0,"N,0""",,650.00,3000.00
976168778,"PUNK: A Photographic Study of Bad Boys, Hipsters & Bohemians",Photography,Photography,USD,2013-08-22,5000.00,2013-07-08 22:47:31,25.00,failed,1,US,25.00,25.00,5000.00
976175746,The Music Box Village finds a home!,Public Art,Art,USD,2016-07-06,60000.00,2016-06-07 15:01:04,80387.54,successful,709,US,80387.54,80387.54,60000.00
976182375,The Ultimate Collection of Cloud Creations,Nature,Photography,USD,2016-02-03,5000.00,2016-01-04 03:53:21,7.00,failed,3,US,7.00,7.00,5000.00
976184409,Dealing with Midlife Crisis and Infidelity in Your Marriage,Nonfiction,Publishing,USD,2017-11-12,20000.00,2017-10-13 01:33:22,2360.00,failed,47,US,60.00,2360.00,20000.00
97618758,"700,000 Windows Into History: Help Save the Bob Mizer Estate",Fine Art,Photography,USD,2015-09-10,10000.00,2015-08-01 05:10:14,15002.00,successful,104,US,15002.00,15002.00,10000.00
976209494,Blenheim London® Navigator Luminous 300ft Automatic Watch,Product Design,Design,GBP,2017-10-21,5000.00,2017-09-06 12:57:54,11229.00,successful,68,GB,5817.46,14702.45,6546.64
976211252,Mobile Yacht Management - Private Yachts to PRO fleets,Technology,Technology,GBP,2013-06-15,35000.00,2013-05-16 09:54:12,1.00,failed,1,GB,1.52,1.54,54060.73
976223564,"Shadowsin Album ""Chasing Ghosts""",Rock,Music,USD,2015-06-27,4000.00,2015-05-28 03:44:51,403.00,failed,7,US,403.00,403.00,4000.00
976225296,Doctor Who - UNOFFICIAL Audio Drama,Science Fiction,Film & Video,USD,2015-10-01,1500.00,2015-09-01 01:30:21,0.00,failed,0,US,0.00,0.00,1500.00
976229403,London Theatre - Script Writing (Canceled),Plays,Theater,USD,2015-02-25,1090.00,2015-01-26 03:44:13,0.00,canceled,0,US,0.00,0.00,1090.00
976239769,The Voice I Paint,Documentary,Film & Video,USD,2014-02-12,50000.00,2014-01-13 23:57:37,4503.00,failed,47,US,4503.00,4503.00,50000.00
976257920,Special Forces Investigates America's Last Wild Indian,Documentary,Film & Video,USD,2016-01-30,294321.00,2015-12-01 21:30:02,391.00,canceled,8,US,391.00,391.00,294321.00
976268198,Victory Girls Ink. to Empower and Inspire Women,Photography,Photography,USD,2013-06-08,2000.00,2013-05-09 05:14:33,190.00,failed,8,US,190.00,190.00,2000.00
976287976,SALVAGED STUDIO: upcycled art jewelry goes to ACRE Northeast,Jewelry,Fashion,USD,2014-08-02,4000.00,2014-07-08 05:38:30,2675.00,failed,47,US,2675.00,2675.00,4000.00
976293219,SMIRK Clothing Line (Canceled),Apparel,Fashion,USD,2015-09-20,3500.00,2015-08-21 21:34:07,0.00,canceled,0,US,0.00,0.00,3500.00
976300731,Lachapelle's Smokehouse Commercial Expansion,Food,Food,CAD,2016-12-05,2500.00,2016-11-05 06:09:15,502.00,canceled,11,CA,56.00,380.97,1897.25
976303101,Seeds of Creativity,Documentary,Film & Video,USD,2011-10-16,10000.00,2011-09-01 15:56:55,0.00,failed,0,US,0.00,0.00,10000.00
976306688,Building poverty stricken communities BRICK by BRICK!,Fashion,Fashion,USD,2014-12-12,3210.00,2014-11-12 19:08:17,0.00,failed,0,US,0.00,0.00,3210.00
976308927,Cheese flavored Ice cream,Food,Food,AUD,2014-08-19,31268.00,2014-07-20 11:17:51,10.00,failed,1,AU,9.39,9.31,29116.31
976309237,The Harvesters: A Halloween Horror-Mystery,Horror,Film & Video,USD,2016-02-19,32835.00,2016-01-19 06:17:00,33342.00,successful,184,US,33342.00,33342.00,32835.00
976313257,"The Boy, The Boots, and The Devil",Shorts,Film & Video,USD,2010-11-12,1000.00,2010-10-20 08:32:47,160.00,failed,3,US,160.00,160.00,1000.00
97631584,Ras Kwasi Presents: Bun Babylon Oppression,Mixed Media,Art,USD,2013-12-12,3000.00,2013-11-12 23:26:47,0.00,failed,0,US,0.00,0.00,3000.00
976317301,Snappy Turtle,Games,Games,GBP,2014-07-11,10000.00,2014-05-22 18:24:17,0.00,failed,0,GB,0.00,0.00,17120.06
976317948,"Aeranos - Smart RPG ""App Based Roleplaying""",Video Games,Games,USD,2012-05-05,7500.00,2012-03-21 05:13:56,1293.00,failed,40,US,1293.00,1293.00,7500.00
976329019,Steam in the Willows - a zietgeist take on a classic tale,Children's Books,Publishing,AUD,2013-12-13,6600.00,2013-11-13 04:01:21,8976.00,successful,104,AU,8422.14,8024.32,5900.23
976333876,"Help us release Iva Dawn's Debut EP, ""The Only One.""",Pop,Music,USD,2014-09-30,6000.00,2014-08-20 22:58:44,6488.00,successful,94,US,6488.00,6488.00,6000.00
976335781,HEAL EDUCATE EMPOWER,Performances,Dance,USD,2016-03-03,1400.00,2016-02-02 08:14:16,1475.00,successful,27,US,1475.00,1475.00,1400.00
976343782,Kilmaine Saints' Sophomore Album,Indie Rock,Music,USD,2012-04-03,2000.00,2012-02-03 06:03:25,3675.00,successful,71,US,3675.00,3675.00,2000.00
976344802,We the Irrelevant II,Web,Technology,USD,2017-03-05,2000.00,2017-02-13 16:27:44,2162.09,successful,44,US,762.09,2162.09,2000.00
976345872,Black Turtle: Laptop Sleeve + Battery + Cord Organizers,Product Design,Design,USD,2015-06-27,20000.00,2015-04-28 08:48:41,2401.00,canceled,30,US,2401.00,2401.00,20000.00
976346744,Change I Will ~ A children's book about change.,Children's Books,Publishing,USD,2012-06-11,10000.00,2012-05-12 05:37:54,10018.00,successful,92,US,10018.00,10018.00,10000.00
97635087,CroClip - Tangle free cable storage & earbud clothing clip.,Product Design,Design,USD,2014-06-04,2000.00,2014-05-01 17:50:07,307.00,failed,29,US,307.00,307.00,2000.00
976351270,WATERSHED (Canceled),Public Art,Art,USD,2015-08-05,5000.00,2015-07-08 17:00:09,375.00,canceled,5,US,375.00,375.00,5000.00
976359736,"DroopS & DrfunK Musical Duo. Rock, EDM, and More!",Electronic Music,Music,CAD,2014-07-31,1500.00,2014-07-11 23:10:54,0.00,failed,0,CA,0.00,0.00,1372.87
976364914,Kat Ledell's Brand Spankin New Album!,Music,Music,USD,2012-11-21,7000.00,2012-10-22 15:00:40,7641.00,successful,141,US,7641.00,7641.00,7000.00
976366477,Imagination Applied : Gopro Helicopter,Film & Video,Film & Video,USD,2015-03-04,6000.00,2015-02-02 17:56:01,0.00,undefined,0,"N,0""",,0.00,6000.00
976367098,"mattyperler perler press iron to build pokemon, anime ect.",Sculpture,Art,EUR,2016-05-10,395.00,2016-04-07 23:02:28,396.00,successful,9,IE,450.44,449.38,448.25
97636730,PLAY,Shorts,Film & Video,USD,2014-03-08,24000.00,2014-02-05 15:56:48,6842.00,failed,113,US,6842.00,6842.00,24000.00
976369846,"""Where to Begin"" - Fellowship of the Ravens world premiere!",Theater,Theater,USD,2014-05-09,8500.00,2014-04-14 23:21:39,1105.00,failed,11,US,1105.00,1105.00,8500.00
976376489,(S)mart (M)outh (H)ustle Apparel,Apparel,Fashion,USD,2016-02-26,2500.00,2016-01-27 21:00:40,1.00,failed,1,US,1.00,1.00,2500.00
976376664,Real Valet Control,Graphic Design,Design,USD,2014-06-10,1800.00,2014-04-26 05:46:16,186.00,failed,8,US,186.00,186.00,1800.00
976386506,Inner Countdown,Shorts,Film & Video,GBP,2014-04-05,250.00,2014-03-06 00:59:49,0.00,failed,0,GB,0.00,0.00,418.28
97638968,SixK Productions,Music,Music,USD,2016-05-21,20000.00,2016-04-21 03:21:31,36.00,failed,2,US,36.00,36.00,20000.00
976391040,"Study abroad in Rome, Italy (Suspended)",Journalism,Journalism,USD,2015-02-16,1000.00,2015-01-17 04:06:51,1.00,suspended,1,US,1.00,1.00,1000.00
976396070,Startup Jargon Flashcards,Playing Cards,Games,USD,2016-12-01,3000.00,2016-10-18 11:23:56,395.00,failed,6,US,385.00,395.00,3000.00
976401214,"XS Wallets. X-Simple, X-Slim wallets with style",Product Design,Design,USD,2013-04-28,2500.00,2013-03-29 18:58:43,323.00,failed,50,US,323.00,323.00,2500.00
976408858,Help Save Our Garden,Food,Food,USD,2012-03-09,800.00,2012-02-08 22:57:40,1170.64,successful,49,US,1170.64,1170.64,800.00
976415577,"""A Future To Behold"" / Short Film",Shorts,Film & Video,USD,2011-03-06,3000.00,2011-02-16 11:51:05,1500.00,failed,1,US,1500.00,1500.00,3000.00
976431201,Fast and Healthy,Restaurants,Food,DKK,2015-04-20,185000.00,2015-03-09 16:20:18,90.00,failed,1,DK,13.11,13.06,26839.99
976431360,Ethically Natured & Diet Friendly Mobile Food Service,Food Trucks,Food,AUD,2018-01-10,5000.00,2017-12-11 10:33:38,0.00,live,0,AU,0.00,0.00,3936.39
976456474,Dominion Turnstyle,Playing Cards,Games,USD,2014-10-01,2500.00,2014-08-29 23:19:42,3392.00,successful,39,US,3392.00,3392.00,2500.00
976460873,Psyche's Lullaby,Shorts,Film & Video,USD,2012-11-18,2000.00,2012-10-19 19:33:17,2000.00,successful,23,US,2000.00,2000.00,2000.00
976466647,Labrynthos,Video Games,Games,USD,2014-06-18,70000.00,2014-05-19 22:19:13,255.00,failed,7,US,255.00,255.00,70000.00
976472647,Ceramic Pottery Wheel Needed,Sculpture,Art,USD,2010-09-17,3000.00,2010-08-18 15:56:23,0.00,failed,0,US,0.00,0.00,3000.00
976473477,Colours of Bubbles - Flags,Music Videos,Film & Video,GBP,2015-01-07,10000.00,2014-12-16 20:19:44,1389.50,failed,72,GB,2183.32,2104.67,15146.93
976478166,TriKayak XS-1: The Adjustable Outrigger Kayak,Product Design,Design,USD,2014-03-10,60000.00,2014-02-03 14:06:03,566.00,failed,12,US,566.00,566.00,60000.00
976478886,Man's Best Friend,Documentary,Film & Video,USD,2015-05-11,3500.00,2015-04-11 03:44:10,0.00,failed,0,US,0.00,0.00,3500.00
976479186,SwapTime - Video calling has never been so much fun !,Apps,Technology,EUR,2016-03-26,100000.00,2016-03-11 06:41:52,57.00,failed,4,NL,62.59,65.16,114319.68
976483187,Under The Same Sun,Documentary,Film & Video,USD,2014-08-01,7500.00,2014-06-02 17:51:06,55.00,failed,3,US,55.00,55.00,7500.00
976503960,Vervet and Friends Dance Performance 4/13/13,Dance,Dance,USD,2013-04-13,3400.00,2013-03-05 19:37:18,3400.77,successful,85,US,3400.77,3400.77,3400.00
976504969,"Banda Magda's 2nd Album: ""Yerakina""",World Music,Music,USD,2014-06-26,15000.00,2014-06-12 16:33:03,15460.43,successful,362,US,15460.43,15460.43,15000.00
976511853,New York Topographical,Painting,Art,USD,2009-11-15,600.00,2009-09-15 01:31:29,55.00,failed,2,US,55.00,55.00,600.00
976511901,N3rd Epidemic,Fashion,Fashion,USD,2016-08-06,7000.00,2016-07-07 00:45:21,25.00,failed,1,US,0.00,25.00,7000.00
976513624,The Hub USB Charging Station,Hardware,Technology,USD,2016-03-08,18421.00,2016-02-08 19:18:40,501.00,failed,12,US,501.00,501.00,18421.00
976521398,Pay It Artward - Secret Santa Art Exchange (Canceled),Art,Art,USD,2015-05-07,10.00,2015-04-07 14:52:24,39.00,canceled,8,US,39.00,39.00,10.00
976521943,Build a barn for the horses (Canceled),Architecture,Design,USD,2015-05-22,10000.00,2015-03-23 21:35:13,0.00,canceled,0,US,0.00,0.00,10000.00
976521997,Gorgeous new single from Jen Armstrong,Pop,Music,GBP,2012-12-15,1538.00,2012-11-27 00:11:10,1540.00,successful,20,GB,2468.90,2498.38,2495.13
976528701,Clive Barker Podcast Presents Fundraiser III : Hell on Earth,Audio,Journalism,USD,2015-10-25,100.00,2015-09-25 17:48:36,1445.00,successful,28,US,1445.00,1445.00,100.00
976534502,Hot Lunch: Community Project,Food Trucks,Food,USD,2017-06-28,2500.00,2017-05-29 20:00:28,120.00,failed,9,US,35.00,120.00,2500.00
