ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,
952282357,The Life Of Tracy Cole,Webseries,Film & Video,USD,2011-02-17,5000.00,2011-01-03 02:27:25,0.00,failed,0,US,0.00,0.00,5000.00,
952296041,Participation to the Venice Biennale 2015 (Canceled),Sculpture,Art,CAD,2015-02-16,8200.00,2014-12-18 23:26:59,0.00,canceled,0,CA,0.00,0.00,6583.17,
95230286,Notesonascale,Art,Art,GBP,2014-07-04,500.00,2014-06-04 13:19:05,20.00,failed,1,GB,33.49,34.29,857.18,
952303106,"""Straticraft"" - The Strategic Minecraft Server",Video Games,Games,USD,2016-08-24,600.00,2016-07-25 04:50:25,1.00,failed,1,US,0.00,1.00,600.00,
952309534,eleven: a free digital literary magazine,Periodicals,Publishing,USD,2011-05-07,1000.00,2011-04-07 03:38:14,436.00,failed,19,US,436.00,436.00,1000.00,
952317744,Franchise Ball : Multiplayer Baseball Simulation Game,Video Games,Games,USD,2013-03-12,10000.00,2013-01-11 05:36:28,40.00,failed,2,US,40.00,40.00,10000.00,
952325300,Pro Rugby Manager 2014 (Canceled),Video Games,Games,GBP,2013-10-26,100000.00,2013-09-26 10:43:19,8774.00,canceled,294,GB,14031.37,14000.54,159568.53,
952332578,Art of Military Mind Set in Sales,Publishing,Publishing,USD,2017-01-11,9000.00,2016-12-12 23:38:30,90.00,failed,1,US,0.00,90.00,9000.00,
95233965,PAGES,Comic Books,Comics,USD,2016-04-07,4000.00,2016-03-07 17:42:53,1754.20,failed,41,US,1754.20,1754.20,4000.00,
952340172,Post-National,Documentary,Film & Video,USD,2013-12-17,70000.00,2013-11-17 07:01:59,327.00,failed,4,US,327.00,327.00,70000.00,
952345836,Lustre - The Film,Shorts,Film & Video,CAD,2013-12-13,3500.00,2013-11-13 00:03:24,6025.00,successful,52,CA,5750.60,5654.62,3284.84,
952356246,Disney Debate Desk Podcast (Canceled),Radio & Podcasts,Publishing,USD,2013-10-04,2000.00,2013-09-04 04:51:43,230.00,canceled,8,US,230.00,230.00,2000.00,
95235912,Ziru Productions: Beijing 2011,Dance,Dance,USD,2011-12-02,2000.00,2011-11-02 07:53:05,2075.00,successful,20,US,2075.00,2075.00,2000.00,
952380242,BANDLEADER's Debut Album,Indie Rock,Music,USD,2013-04-07,2000.00,2013-03-18 18:57:23,2570.00,successful,65,US,2570.00,2570.00,2000.00,
952387664,BulletSpace - retro iPhone Video Game,Video Games,Games,USD,2011-08-22,99.00,2011-06-23 10:48:12,7.00,failed,2,US,7.00,7.00,99.00,
952394160,Troy Stone - FEELIN LOVE cd,Music,Music,USD,2017-04-23,1500.00,2017-03-24 01:31:52,141.00,failed,5,US,68.00,141.00,1500.00,
952394643,der Vordere Platz,Shorts,Film & Video,USD,2012-04-30,1100.00,2012-03-31 14:21:20,1250.00,successful,13,US,1250.00,1250.00,1100.00,
952397006,Liquor Lab - Mixology Tech Lab,Drinks,Food,USD,2015-08-22,32000.00,2015-07-23 19:22:00,85.00,failed,2,US,85.00,85.00,32000.00,
952403736,GEARS,Shorts,Film & Video,USD,2012-01-28,7000.00,2012-01-07 15:37:49,7895.00,successful,122,US,7895.00,7895.00,7000.00,
952407419,The Clintons Want to Go Big & Play Mini Golf w/ Taylor Swift,Music,Music,USD,2011-05-02,5000.00,2011-04-01 08:47:37,21148.01,successful,307,US,21148.01,21148.01,5000.00,
952410498,BAD-MAN (Batman Parody Graphic Novel),Comics,Comics,USD,2012-03-05,7000.00,2012-02-04 20:40:08,31.00,failed,2,US,31.00,31.00,7000.00,
952411257,Polly's Lunch Notes,Comics,Comics,USD,2017-02-27,1000.00,2016-12-29 21:26:06,10.00,failed,1,US,0.00,10.00,1000.00,
952413748,The Eight Ball Bible,Nonfiction,Publishing,USD,2015-09-01,25000000.00,2015-07-21 01:13:52,0.00,failed,0,US,0.00,0.00,25000000.00,
952415244,"""All The Wrong Reasons"" - Pilot Episode",Shorts,Film & Video,USD,2011-01-06,8000.00,2010-12-07 10:16:02,8000.00,successful,66,US,8000.00,8000.00,8000.00,
952422063,Max Hunter 3: Snow Fall Finale,Comic Books,Comics,USD,2015-07-03,2000.00,2015-05-20 01:03:26,2186.00,successful,68,US,2186.00,2186.00,2000.00,
952422675,A trilogy just as good as 50 shades of grey,Journalism,Journalism,USD,2015-03-24,5000.00,2015-02-24 18:39:43,0.00,failed,0,US,0.00,0.00,5000.00,
952427407,Foxu's Candles and Gifts (Canceled),Candles,Crafts,USD,2015-07-30,2500.00,2015-07-09 09:14:16,0.00,canceled,0,US,0.00,0.00,2500.00,
952430383,The Novel Promise,Shorts,Film & Video,USD,2012-04-05,400.00,2012-03-06 20:31:12,856.00,successful,27,US,856.00,856.00,400.00,
952452097,The Next Gen Smartphone Case for Enhanced Signal Reception,Technology,Technology,USD,2015-04-22,100000.00,2015-03-23 00:53:56,2108.00,canceled,24,US,2108.00,2108.00,100000.00,
952455395,Gamer's Potion,Web,Journalism,EUR,2017-06-19,10000.00,2017-05-20 15:12:40,0.00,failed,0,DE,0.00,0.00,11173.06,
952456150,Kontrol Faktory Gear 2013 remix!,Fashion,Fashion,USD,2013-12-03,2300.00,2013-11-05 20:55:56,4766.00,successful,60,US,4766.00,4766.00,2300.00,
952469464,FanGirl Academy (WEB Series),Webseries,Film & Video,USD,2013-06-24,1000.00,2013-05-25 06:24:14,1092.00,successful,29,US,1092.00,1092.00,1000.00,
952473791,floatingmug (Canceled),Product Design,Design,USD,2015-04-30,60000.00,2015-03-31 20:08:54,103.00,canceled,5,US,103.00,103.00,60000.00,
952480906,"CoPilot GMT Aviator Watches: Rugged, Functional Tool Watches",Product Design,Design,CAD,2017-05-04,10000.00,2017-04-04 16:59:56,12911.00,successful,55,CA,5952.54,9375.50,7261.64,
952486189,King Concealment - The world's best in wall concealment box,Product Design,Design,USD,2014-02-15,15000.00,2014-01-11 02:37:26,874.00,failed,13,US,874.00,874.00,15000.00,
952498700,Snow Angel Greetings,Illustration,Art,USD,2013-06-30,1200.00,2013-05-16 13:50:36,1773.95,successful,34,US,1773.95,1773.95,1200.00,
952501311,We Blog For Love: A Documentary,Documentary,Film & Video,USD,2010-04-01,2500.00,2010-01-04 03:46:08,300.00,failed,7,US,300.00,300.00,2500.00,
952501341,Reservoir Records- Needs one last piece for perfect studio. (Suspended),Music,Music,USD,2011-07-02,375.00,2011-06-21 20:16:46,50.00,suspended,1,US,50.00,50.00,375.00,
952512039,STAR WARS - Fall of Creation,Science Fiction,Film & Video,USD,2016-08-26,6000.00,2016-07-27 05:08:29,71.00,failed,3,US,0.00,71.00,6000.00,
952512655,FALLEN,Tabletop Games,Games,USD,2013-07-22,19000.00,2013-06-22 09:10:37,113594.08,successful,1311,US,113594.08,113594.08,19000.00,
952517899,BFE,Narrative Film,Film & Video,USD,2012-08-09,15000.00,2012-07-10 01:11:32,15170.00,successful,154,US,15170.00,15170.00,15000.00,
952525114,Lies of Truth,Film & Video,Film & Video,GBP,2013-10-12,20000.00,2013-09-12 14:17:31,1.00,failed,1,GB,1.57,1.62,32382.37,
95252541,Dewey Taylor's: Elements - a Sci-fi / Fantasy feature,Narrative Film,Film & Video,USD,2012-09-23,7500.00,2012-08-24 06:09:26,7525.00,successful,22,US,7525.00,7525.00,7500.00,
952540008,Chuangyi Magic - Johnny Wu,Theater,Theater,USD,2017-07-05,2000.00,2017-05-23 05:01:23,186.00,failed,4,US,125.00,186.00,2000.00,
95254009,I Remember a Lot of Octobers-student film,Shorts,Film & Video,CAD,2017-08-27,1760.00,2017-07-26 02:05:26,25.00,failed,1,CA,19.93,20.09,1414.68,
952545514,Spark Stopmotion Animation! ,Animation,Film & Video,USD,2011-04-03,3500.00,2011-03-02 21:15:55,3609.00,successful,56,US,3609.00,3609.00,3500.00,
952545762,A Family Business - Short Film,Shorts,Film & Video,GBP,2016-03-07,1000.00,2016-02-06 22:12:08,11.00,failed,2,GB,16.03,15.72,1429.22,
952550128,"Moon Ruin's ""Slow Down Ego"": The New LP From Jared Bartman",Indie Rock,Music,USD,2017-12-01,8000.00,2017-11-01 20:25:31,8557.00,successful,161,US,646.00,8557.00,8000.00,
952551201,Xtreme Champion Tournament Issue #3,Comics,Comics,AUD,2015-11-27,1.00,2015-10-30 02:02:38,1297.00,successful,59,AU,923.80,934.17,0.72,
952551415,MYED4FREEDOM LLC,Publishing,Publishing,USD,2017-11-13,1000000.00,2017-09-29 15:39:55,164.00,failed,3,US,164.00,164.00,1000000.00,
952557182,SHARP touring to Europe and Chicago this summer!,Dance,Dance,USD,2012-08-25,3000.00,2012-07-26 10:22:06,3250.00,successful,32,US,3250.00,3250.00,3000.00,
952558835,Just Mashed,Farmer's Markets,Food,USD,2016-03-06,1000.00,2016-01-26 21:33:49,130.00,failed,7,US,130.00,130.00,1000.00,
952560728,Rescue Kite,Design,Design,USD,2015-09-28,2000.00,2015-08-24 19:43:54,379.00,failed,2,US,379.00,379.00,2000.00,
952564341,Click On Me (Developpement iOS - Android),Mobile Games,Games,EUR,2016-09-28,1200.00,2016-08-31 22:50:39,0.00,failed,0,FR,0.00,0.00,1339.32,
952571897,Breeze of Inspiration,Painting,Art,USD,2012-12-22,5000.00,2012-11-02 16:57:38,10.00,failed,2,US,10.00,10.00,5000.00,
952572872,Beethoven + Opera = Fidelio,Classical Music,Music,CAD,2015-11-10,999.00,2015-10-20 20:33:44,1000.00,successful,18,CA,774.06,751.60,750.85,
952580036,Sherlock Holmes - Moriarty Edition Reprint - Playing Cards,Design,Design,USD,2014-04-30,10000.00,2014-04-15 18:54:28,20262.00,successful,793,US,20262.00,20262.00,10000.00,
952580800,The Hollow Waltz Film Series,Webseries,Film & Video,USD,2014-02-24,3000.00,2013-12-26 23:31:34,180.00,failed,4,US,180.00,180.00,3000.00,
952581261,Figments - A Comics Anthology,Comics,Comics,USD,2012-04-16,750.00,2012-02-16 20:58:24,750.00,successful,11,US,750.00,750.00,750.00,
952585464,Lxs Desaparecidxs,Residencies,Dance,USD,2017-08-11,3000.00,2017-07-11 23:12:32,3010.00,successful,75,US,0.00,3010.00,3000.00,
952593719,ChalkWild Erasable Backpack: Freedom to Doodle!,Accessories,Fashion,USD,2017-10-07,34900.00,2017-08-08 09:28:56,67.00,failed,3,US,0.00,67.00,34900.00,
952595788,The Pirates of Penzance at Marylhurst University,Classical Music,Music,USD,2014-05-31,2500.00,2014-04-09 17:04:46,2525.00,successful,45,US,2525.00,2525.00,2500.00,
952600570,Bubble Soccer,Design,Design,USD,2015-11-18,25000.00,2015-10-19 17:20:18,26.00,failed,2,US,26.00,26.00,25000.00,
952604311,The Kix - New things-a-thon!,Rock,Music,GBP,2015-04-20,400.00,2015-04-06 23:02:27,410.00,successful,28,GB,611.68,619.90,604.78,
952617152,HIGHWAY 105: Walking the Thai-Burma border,Photography,Photography,USD,2012-12-12,2700.00,2012-11-12 11:15:35,2891.00,successful,49,US,2891.00,2891.00,2700.00,
952621586,Bad Ass Movement,Hip-Hop,Music,EUR,2015-06-21,3000.00,2015-05-12 15:44:28,1.00,failed,1,DE,1.12,1.12,3360.59,
95262164,"Sheffy's Debut Album ""For The People""",Electronic Music,Music,USD,2015-04-20,3000.00,2015-03-20 23:58:27,3283.00,successful,50,US,3283.00,3283.00,3000.00,
952634361,Oli Bettesworth Would Rather Not Work For A Living,Comedy,Film & Video,GBP,2015-08-15,75000.00,2015-06-16 16:04:01,541.00,canceled,5,GB,840.78,847.88,117543.80,
952644599,Again and Again: A Monograph,Photobooks,Photography,USD,2014-07-08,5500.00,2014-06-05 20:47:55,5878.00,successful,101,US,5878.00,5878.00,5500.00,
952646818,The Life and Music of Ali Farka Toure: a combination CD/book project. ,Nonfiction,Publishing,USD,2011-03-09,18000.00,2011-02-07 15:33:01,2591.00,failed,31,US,2591.00,2591.00,18000.00,
952647079,COZPAR,Film & Video,Film & Video,USD,2012-10-13,3000.00,2012-09-13 18:42:30,0.00,failed,0,US,0.00,0.00,3000.00,
952650056,The Man From Space,Children's Books,Publishing,USD,2012-10-02,4900.00,2012-09-01 13:49:42,5515.00,successful,93,US,5515.00,5515.00,4900.00,
952654136,Twin Peaks Wallet Tool - Two-piece Multitool - 40+ functions,Product Design,Design,USD,2017-10-22,12500.00,2017-09-22 02:02:14,2971.00,failed,113,US,640.00,2971.00,12500.00,
952657054,A piece of Eiffel tower,Performance Art,Art,EUR,2015-10-11,1200.00,2015-09-10 23:00:35,0.00,failed,0,FR,0.00,0.00,1363.20,
952662105,RED STRING : A love story about a Puppy and bobcat kitten.,Drama,Film & Video,CAD,2016-03-12,1000.00,2016-02-11 21:45:02,43.00,failed,3,CA,30.92,33.16,771.13,
952672638,Everyday Glam Girl where confidence is your best accessory,Fashion,Fashion,USD,2015-06-14,25000.00,2015-05-15 18:18:03,0.00,failed,0,US,0.00,0.00,25000.00,
952674857,David Chamberlain to Exhibit at Bausch&Lomb. Let's Frame It!,Painting,Art,USD,2013-09-13,6377.00,2013-08-29 17:30:03,7218.00,successful,43,US,7218.00,7218.00,6377.00,
952676330,Women In Rhythm,Art,Art,USD,2016-08-24,100.00,2016-07-25 18:28:33,326.00,successful,17,US,34.00,326.00,100.00,
952680788,Charlton Comics Silver Age Cover Gallery: 8 Volumes!,Comic Books,Comics,USD,2016-10-29,1000.00,2016-10-15 19:49:47,3960.00,successful,41,US,1168.00,3960.00,1000.00,
952683178,On the Road with The Lonely Visitors,Dance,Dance,USD,2010-07-13,1000.00,2010-06-10 02:43:26,1445.00,successful,46,US,1445.00,1445.00,1000.00,
952698753,Messiaen Quartet Germany Tour (Canceled),Classical Music,Music,USD,2015-06-02,2000.00,2015-04-11 05:25:00,1550.00,canceled,40,US,1550.00,1550.00,2000.00,
952709768,BIG MOUNTAIN BAND Recording Project Pledges Needed,Music,Music,USD,2013-04-20,40000.00,2013-03-18 23:54:47,44834.33,successful,184,US,44834.33,44834.33,40000.00,
952711523,Jam Bakery Goes Mobile,Food Trucks,Food,USD,2015-01-18,6000.00,2014-12-07 17:57:11,6846.00,successful,71,US,6846.00,6846.00,6000.00,
952714853,"One Week Only, Wall Street Spalted Pens! 1-Hit Wonder",Woodworking,Crafts,USD,2017-03-17,600.00,2017-03-10 20:09:43,2474.00,successful,52,US,2147.00,2474.00,600.00,
952725002,"I Will Keep Your Ghost ""It's Natural"" EP",Electronic Music,Music,USD,2013-08-29,3000.00,2013-07-30 18:52:18,3150.00,successful,52,US,3150.00,3150.00,3000.00,
952727697,SAINT MARX STUDIO (Canceled),Photography,Photography,USD,2016-04-02,25000.00,2016-02-02 22:09:49,0.00,canceled,0,US,0.00,0.00,25000.00,
952738280,Genome Gaming,Web,Technology,GBP,2018-01-01,1500.00,2017-11-27 10:57:33,5.00,failed,1,GB,0.00,6.78,2032.74,
95274372,LUMA DICE,Hardware,Technology,AUD,2016-01-13,15000.00,2015-11-19 15:35:57,257872.42,successful,4444,AU,182977.00,177061.54,10299.37,
952744027,Exhibition on Solo at the New York Art Expo,Painting,Art,DKK,2015-02-10,45000.00,2015-01-13 12:09:34,0.00,failed,0,DK,0.00,0.00,6880.00,
952748434,Help The Jukebox Romantics make a NEW EP,Rock,Music,USD,2012-03-15,750.00,2012-01-25 17:27:01,1741.13,successful,31,US,1741.13,1741.13,750.00,
952748723,Komnata : Escape The Room Interactive Experience,Live Games,Games,USD,2016-12-28,40000.00,2016-11-28 17:58:59,33224.00,failed,103,US,234.00,33224.00,40000.00,
952752735,The 43rd Dimension!,Webseries,Film & Video,USD,2016-09-18,2200.00,2016-08-10 17:28:17,0.00,canceled,0,US,0.00,0.00,2200.00,
952754452,Cave Paintings for Future People,Illustration,Art,USD,2017-04-20,3000.00,2017-03-21 21:27:14,3953.00,successful,92,US,1945.00,3953.00,3000.00,
952760424,PORTRAITS BY NIELS HOLSWEN,People,Photography,EUR,2017-05-08,5000.00,2017-04-08 00:40:21,160.00,failed,3,FR,0.00,174.02,5437.97,
952761809,Touring,Rock,Music,USD,2015-02-26,1000.00,2015-01-19 19:23:30,2.00,failed,2,US,2.00,2.00,1000.00,
952763947,Belindabilly Launches to Fashion Week,Fashion,Fashion,USD,2011-11-29,2425.00,2011-10-31 00:14:39,2687.00,successful,24,US,2687.00,2687.00,2425.00,
952764415,Brent Lawrence & Scruffy Dogma Debut Recording Project,Music,Music,USD,2012-05-03,1500.00,2012-04-03 01:52:45,0.00,failed,0,US,0.00,0.00,1500.00,
952767516,INTEGRA - buoyancy trapeze harness,Product Design,Design,GBP,2017-06-02,15000.00,2017-05-03 09:50:24,15943.00,successful,58,GB,1897.07,20492.29,19280.21,
952767697,OLLI Fest - A self development and motivational festival,Festivals,Theater,GBP,2015-04-16,10000.00,2015-03-17 18:24:58,205.00,failed,9,GB,302.58,307.94,15021.56,
95276810,Lookers,Comic Books,Comics,USD,2016-03-16,5700.00,2016-03-03 13:57:36,21304.43,successful,255,US,21304.43,21304.43,5700.00,
952768436,THIS HAS BEEN MY DREAM FOR LIFE HELP ME ACCOMPLISH IT!!,Hip-Hop,Music,USD,2015-11-15,750.00,2015-10-16 04:12:22,0.00,canceled,0,US,0.00,0.00,750.00,
952770976,The World of Areon: The First Encounter,Video Games,Games,USD,2012-02-16,6000.00,2012-01-02 23:55:36,30.00,failed,2,US,30.00,30.00,6000.00,
952776098,Operation Save Lotus,Performances,Dance,USD,2017-12-07,3500.00,2017-10-08 20:44:32,90.00,failed,5,US,265.00,90.00,3500.00,
95278070,EncryptionBox Ltd (Canceled),Software,Technology,GBP,2015-03-08,100000.00,2015-01-07 07:05:05,2.00,canceled,2,GB,3.05,2.96,147808.74,
952788238,KoozyTower (Canceled),Product Design,Design,USD,2016-04-02,25000.00,2016-03-03 18:11:50,0.00,canceled,0,US,0.00,0.00,25000.00,
952789531,Amelia Lindquist Parsons MFA Thesis Collection,Fashion,Fashion,USD,2013-04-20,5000.00,2013-04-06 00:03:33,5155.00,successful,48,US,5155.00,5155.00,5000.00,
952791601,Shades of Shame,Thrillers,Film & Video,USD,2016-12-10,200000.00,2016-11-10 07:03:10,125.00,failed,5,US,60.00,125.00,200000.00,
952795635,CURATED OUTFITTING - Complete Outfits for less than $351USD,Ready-to-wear,Fashion,AUD,2015-04-14,25000.00,2015-03-10 07:39:59,10640.00,canceled,49,AU,8187.89,8312.50,19531.25,
95279588,Before I Go The Movie,Shorts,Film & Video,USD,2011-09-01,5000.00,2011-08-02 20:28:16,150.00,failed,3,US,150.00,150.00,5000.00,
952812801,Get MADE! Mob-Themed USPCC BICYCLE® Playing Card Decks,Playing Cards,Games,USD,2014-07-23,20000.00,2014-06-12 21:29:17,53355.05,successful,756,US,53355.05,53355.05,20000.00,
952813480,Euphoria - I must be dreaming . . . Or we're onto something,Apps,Technology,USD,2015-04-26,50000.00,2015-03-27 17:00:24,11.00,failed,2,US,11.00,11.00,50000.00,
952814354,Wolf Pride Manor,Comic Books,Comics,USD,2015-05-02,2000.00,2015-04-02 18:39:28,0.00,failed,0,US,0.00,0.00,2000.00,
952815099,The Pink Sorrys,Shorts,Film & Video,USD,2014-04-10,15000.00,2014-03-11 20:09:11,15087.00,successful,123,US,15087.00,15087.00,15000.00,
9528163,Dancing LEDs,Technology,Technology,USD,2014-11-13,25000.00,2014-10-09 23:15:10,4195.00,failed,26,US,4195.00,4195.00,25000.00,
952819848,Ravenhill's New Album,Rock,Music,USD,2012-08-05,7000.00,2012-06-06 04:00:13,7358.50,successful,93,US,7358.50,7358.50,7000.00,
952820508,Happy Trails,Shorts,Film & Video,USD,2012-10-10,1000.00,2012-09-11 04:14:31,1207.00,successful,42,US,1207.00,1207.00,1000.00,
952828881,Ambushed,Nonfiction,Publishing,USD,2012-02-14,18000.00,2012-01-14 00:11:10,0.00,failed,0,US,0.00,0.00,18000.00,
952834624,Alexia and Adela's Book,Publishing,Publishing,USD,2015-02-22,50000.00,2015-01-23 23:08:01,25.00,failed,1,US,25.00,25.00,50000.00,
952840678,Fifth Sword,Video Games,Games,USD,2015-06-19,10000.00,2015-05-20 22:24:08,125.00,failed,4,US,125.00,125.00,10000.00,
952843737,America Needs The Secret History! And We Need You. Join Our Summer Tour Movement...,Music,Music,USD,2010-05-21,2500.00,2010-04-08 21:30:02,3435.41,successful,48,US,3435.41,3435.41,2500.00,
952844010,Hydrate Edge | Hydration Monitoring Wearable,Wearables,Technology,USD,2016-10-14,75000.00,2016-08-30 17:25:34,1748.00,canceled,15,US,846.00,1748.00,75000.00,
952850078,Under My Skin,Documentary,Film & Video,USD,2016-05-01,50000.00,2016-04-01 09:04:28,21172.00,failed,28,US,21172.00,21172.00,50000.00,
952863836,Prisoner & Horde - Two FPS games for OUYA & Windows,Video Games,Games,GBP,2014-04-03,6000.00,2014-03-04 22:01:37,75.00,canceled,5,GB,125.59,124.29,9943.16,
952864423,CHRONOLOGY,Narrative Film,Film & Video,USD,2013-10-20,350000.00,2013-09-20 01:37:51,20034.00,failed,143,US,20034.00,20034.00,350000.00,
95286576,Software Craftsmanship 2017 Calendar,Calendars,Publishing,USD,2016-09-18,10000.00,2016-08-19 22:04:12,17132.00,successful,302,US,2760.00,17132.00,10000.00,
952869931,The Void Above - 3D Art Show & Liquid Light Installation,Art,Art,USD,2011-09-06,15000.00,2011-07-28 01:09:33,0.00,failed,0,US,0.00,0.00,15000.00,
952871364,Grow a Pair,Product Design,Design,USD,2016-05-13,7500.00,2016-04-13 21:12:42,1.00,failed,1,US,1.00,1.00,7500.00,
952881015,Zoe Juice Bar - Pure Natural Goodness,Food,Food,USD,2013-11-01,10000.00,2013-10-02 17:24:50,1395.00,failed,25,US,1395.00,1395.00,10000.00,
952881753,UAV - Aerial Videography/Surveillance/Inspections,Flight,Technology,GBP,2015-06-10,15000.00,2015-05-11 19:05:03,0.00,failed,0,GB,0.00,0.00,23229.88,
952883583,The Atomic Brain: 4K Restoration,Horror,Film & Video,USD,2016-01-02,16000.00,2015-11-17 05:54:25,27839.00,successful,530,US,27839.00,27839.00,16000.00,
952886253,Nutcracker Party Scene Costumes,Dance,Dance,USD,2013-10-27,4000.00,2013-09-27 18:02:41,4050.00,successful,57,US,4050.00,4050.00,4000.00,
952887493,"""Crotchless"" Short Film Funding",Shorts,Film & Video,USD,2011-01-03,1000.00,2010-11-28 19:07:39,1000.00,successful,9,US,1000.00,1000.00,1000.00,
952889902,Digital Platform for DIY Custom Sticker & Decal Design,Design,Design,AUD,2017-03-31,10000.00,2017-03-01 10:32:45,1.00,failed,1,AU,0.00,0.76,7646.43,
952893650,Pretty-fy Thy Intenet - Reaper Web Design,Digital Art,Art,USD,2015-03-15,250.00,2015-02-13 16:47:26,0.00,failed,0,US,0.00,0.00,250.00,
952894109,The Musical Theory 2 F. A.M.E Project,World Music,Music,USD,2016-06-14,100000.00,2016-04-15 16:18:25,0.00,failed,0,US,0.00,0.00,100000.00,
952903226,Castle Ravenstein - Role Playing Game Castle Map,Tabletop Games,Games,USD,2013-10-26,1000.00,2013-09-11 14:42:02,4858.00,successful,99,US,4858.00,4858.00,1000.00,
952905291,The New Motor Bicycle Experience (Canceled),Product Design,Design,CAD,2014-08-29,15000.00,2014-07-30 14:22:34,0.00,canceled,0,CA,0.00,0.00,13819.79,
952908292,Dhammacon,Rock,Music,USD,2012-12-26,25000.00,2012-11-26 19:35:26,1535.00,failed,11,US,1535.00,1535.00,25000.00,
952910007,Junkie Life (Suspended),Journalism,Journalism,USD,2015-03-12,500.00,2015-03-02 02:27:45,0.00,suspended,0,US,0.00,0.00,500.00,
952918465,Christian clothing to spread the Gospel message.,Fashion,Fashion,GBP,2017-06-26,5000.00,2017-05-02 17:23:54,0.00,failed,0,GB,0.00,0.00,6489.04,
952924582,"BEN, AGAIN: A Second Treasury (softcover, 110 pages)",Comics,Comics,CAD,2015-11-07,3000.00,2015-10-08 02:03:08,3150.00,successful,55,CA,2405.95,2367.53,2254.79,
952933021,Leather case 4 any mobile phone & easily cleans your display,Product Design,Design,USD,2013-10-12,500.00,2013-08-28 19:41:35,266.00,failed,13,US,266.00,266.00,500.00,
952942768,The Strangers - A Psychological Thriller Feature Film,Narrative Film,Film & Video,USD,2014-07-11,300000.00,2014-05-27 01:46:28,500.00,failed,1,US,500.00,500.00,300000.00,
952945898,Baby Groot Dancing Plush Toy (Canceled),Games,Games,USD,2014-11-21,1600.00,2014-10-22 03:28:14,0.00,canceled,0,US,0.00,0.00,1600.00,
952952945,CLANG,Video Games,Games,USD,2012-07-09,500000.00,2012-06-09 18:00:50,526125.39,successful,9023,US,526125.39,526125.39,500000.00,
952953901,POCKETT Boutique,Apparel,Fashion,USD,2014-11-11,10000.00,2014-10-12 13:56:42,12520.00,successful,116,US,12520.00,12520.00,10000.00,
952958963,GWORD: Word is God,Design,Design,AUD,2015-10-19,10000.00,2015-08-20 17:00:11,491.00,failed,12,AU,360.33,356.86,7267.97,
952960003,Scatters - When time is at the center of Déjà vu. (Canceled),Fiction,Publishing,USD,2015-10-21,20000.00,2015-09-21 01:36:56,0.00,canceled,0,US,0.00,0.00,20000.00,
952975914,A Baby's First Book of Zombies,Children's Books,Publishing,USD,2011-12-27,3000.00,2011-10-28 02:46:28,9196.00,successful,123,US,9196.00,9196.00,3000.00,
952976762,Sento Towel: An Incredible Upgrade for an Everyday Essential,Product Design,Design,AUD,2017-02-08,12000.00,2016-12-10 13:39:40,1039829.31,successful,8952,AU,66713.49,794855.00,9172.91,
95297769,HSD anthro scifi miniatures,Tabletop Games,Games,USD,2016-07-10,10000.00,2016-06-10 19:36:33,10617.00,successful,86,US,11380.00,10617.00,10000.00,
952978668,Photography journey around the word,Places,Photography,USD,2017-03-31,3750.00,2017-03-11 19:15:35,152.00,failed,3,US,0.00,152.00,3750.00,
952979034,Maya- Feature Film (Horror),Narrative Film,Film & Video,GBP,2014-04-29,1000.00,2014-03-20 17:32:55,344.00,failed,9,GB,570.90,580.53,1687.59,
952984637,Captain Rick's Fish Farm,Farms,Food,USD,2014-08-08,10000.00,2014-07-09 16:43:51,17.00,failed,4,US,17.00,17.00,10000.00,
952984683,Original Country Music With Heart and Soul,Country & Folk,Music,USD,2015-05-30,5000.00,2015-04-15 19:47:16,315.00,failed,8,US,315.00,315.00,5000.00,
952989803,Fox mustang and grand national rc body,Crafts,Crafts,USD,2015-03-08,5400.00,2015-02-06 19:48:59,56.00,failed,3,US,56.00,56.00,5400.00,
952991755,"Sci-Fi Comedy Spoof entitled, Yucca Man!",Film & Video,Film & Video,USD,2011-04-16,330000.00,2011-03-16 20:10:50,435.00,failed,10,US,435.00,435.00,330000.00,
953001887,THE EIDOLON (2017),Television,Film & Video,CAD,2017-05-16,10000.00,2017-03-17 05:37:22,305.00,failed,6,CA,12.78,224.78,7369.74,
953002734,Omid (Canceled),Documentary,Film & Video,USD,2014-10-12,2000.00,2014-09-22 19:58:06,105.00,canceled,2,US,105.00,105.00,2000.00,
95300896,A Deadly Dinner- The Ettore Bianchi's Cases,Drama,Film & Video,EUR,2017-10-18,87556.00,2017-09-28 01:31:21,0.00,failed,0,IT,0.00,0.00,103473.30,
953015094,BlackSpace: Urban Performance Arts Collective,Spaces,Theater,USD,2015-04-13,3000.00,2015-03-14 04:06:20,0.00,failed,0,US,0.00,0.00,3000.00,
953032077,FOR THE PEOPLE (Canceled),Food,Food,USD,2015-01-22,47000.00,2014-11-27 00:30:47,0.00,canceled,0,US,0.00,0.00,47000.00,
953039779,The Little Alice Colouring Book,Illustration,Art,GBP,2015-09-10,500.00,2015-08-11 08:16:05,105.00,failed,6,GB,162.61,161.94,771.15,
953040553,Girl Gone Wild - A Guide To Being A Woman Outside,Nonfiction,Publishing,USD,2013-10-16,5000.00,2013-09-16 16:39:56,5025.00,successful,88,US,5025.00,5025.00,5000.00,
